# policy_name: Cosmic
# run_path: /home/vrushabh-zinage/cosmic_ms_workspace/dedup/classic
# dt: 0.067
# max_steps: None
policy,category,successes,total,success_rate_pct,ci_95_low_pct,ci_95_high_pct,jerk_joint_mean,jerk_joint_std
Cosmic,Objaclaytablet,1,1,100.0,15.81,98.74,28.320635,0.0
Cosmic,Objaclock,0,1,0.0,1.26,84.19,8651.201408,0.0
Cosmic,Objaclog,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objaclothesiron,1,2,50.0,9.43,90.57,43.855405,9.113618
Cosmic,Objaclothespin,0,2,0.0,0.84,70.76,77.582576,77.582295
Cosmic,Objaclutchbag,1,1,100.0,15.81,98.74,32.173301,0.0
Cosmic,Objaclutchpurse,2,3,66.67,19.41,93.24,28.757033,5.006079
Cosmic,Objacoilspring,1,1,100.0,15.81,98.74,30.533587,0.0
Cosmic,Objacollar,1,6,16.67,3.67,57.87,44.592869,63.747335
Cosmic,Objacollectiblecard,0,1,0.0,1.26,84.19,2505.910846,0.0
Cosmic,Objacombinationwrench,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objacommunicationdevice,1,1,100.0,15.81,98.74,26.41325,0.0
Cosmic,Objacomponent,1,2,50.0,9.43,90.57,27.27967,11.754612
Cosmic,Objacomputermouse,1,2,50.0,9.43,90.57,27.093663,27.093382
Cosmic,Objaconnector,1,2,50.0,9.43,90.57,23.518631,23.518349
Cosmic,Objacookie,0,1,0.0,1.26,84.19,18.081884,0.0
Cosmic,Objacorkscrew,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objacornermolding,1,2,50.0,9.43,90.57,1004.452066,972.523054
Cosmic,Objacroissant,0,1,0.0,1.26,84.19,10.418208,0.0
Cosmic,Objacrown,2,2,100.0,29.24,99.16,36.402154,3.846874
Cosmic,Objacrucifix,0,2,0.0,0.84,70.76,15.145297,15.145016
Cosmic,Objacrumpledpaper,0,1,0.0,1.26,84.19,14.659941,0.0
Cosmic,Objacucumber,1,2,50.0,9.43,90.57,27.950859,3.26123
Cosmic,Objacup,0,1,0.0,1.26,84.19,60.756258,0.0
Cosmic,Objacupcake,0,1,0.0,1.26,84.19,34.768538,0.0
Cosmic,Objadecorativeaccessory,1,1,100.0,15.81,98.74,27.064606,0.0
Cosmic,Objadecorativeapplique,1,2,50.0,9.43,90.57,11.219415,11.219134
Cosmic,Objadecorativearrow,1,2,50.0,9.43,90.57,21.099578,21.099297
Cosmic,Objadecorativeartifact,1,3,33.33,6.76,80.59,15.965185,14.443059
Cosmic,Objadecorativeband,0,2,0.0,0.84,70.76,21.999765,9.301749
Cosmic,Objadecorativebell,2,4,50.0,14.66,85.34,14.239386,14.239471
Cosmic,Objadecorativebird,1,1,100.0,15.81,98.74,19.097905,0.0
Cosmic,Objadecorativeblade,0,2,0.0,0.84,70.76,14.764925,0.974933
Cosmic,Objadecorativeblades,2,3,66.67,19.41,93.24,28.475239,3.746556
Cosmic,Objadecorativebottle,0,1,0.0,1.26,84.19,46.332466,0.0
Cosmic,Objadecorativebowl,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadecorativebranch,2,2,100.0,29.24,99.16,56.150565,13.00516
Cosmic,Objadecorativebutton,0,1,0.0,1.26,84.19,11.506325,0.0
Cosmic,Objadecorativecamera,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadecorativecandle,1,2,50.0,9.43,90.57,19.086287,8.648702
Cosmic,Objadecorativecard,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadecorativecarving,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadecorativecat,1,1,100.0,15.81,98.74,40.796026,0.0
Cosmic,Objadecorativechain,2,2,100.0,29.24,99.16,37.387313,5.567886
Cosmic,Objadecorativedisc,1,1,100.0,15.81,98.74,31.307104,0.0
Cosmic,Objadecorativedoll,1,1,100.0,15.81,98.74,44.451032,0.0
Cosmic,Objadecorativeelement,3,6,50.0,18.41,81.59,81.523454,128.368367
Cosmic,Objadecorativeemblem,0,1,0.0,1.26,84.19,34.143226,0.0
Cosmic,Objadecorativeenvelope,1,1,100.0,15.81,98.74,28.973084,0.0
Cosmic,Objadecorativeeye,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadecorativefinial,1,1,100.0,15.81,98.74,43.328229,0.0
Cosmic,Objadecorativefish,1,2,50.0,9.43,90.57,24.950186,12.025568
Cosmic,Objadecorativefishsculpture,1,1,100.0,15.81,98.74,35.071121,0.0
Cosmic,Objadecorativefixture,0,2,0.0,0.84,70.76,7.91823,7.917949
Cosmic,Objadecorativeflower,1,1,100.0,15.81,98.74,16.844228,0.0
Cosmic,Objadecorativefragment,1,1,100.0,15.81,98.74,30.97294,0.0
Cosmic,Objadecorativegarland,1,1,100.0,15.81,98.74,52.556616,0.0
Cosmic,Objadecorativegoblet,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadecorativehead,1,1,100.0,15.81,98.74,31.305356,0.0
Cosmic,Objadecorativehorn,1,1,100.0,15.81,98.74,36.100654,0.0
Cosmic,Objadecorativeinsect,0,1,0.0,1.26,84.19,37.842747,0.0
Cosmic,Objadecorativeitem,0,1,0.0,1.26,84.19,40.584293,0.0
Cosmic,Objadecorativejug,0,1,0.0,1.26,84.19,42.634096,0.0
Cosmic,Objadecorativekey,1,2,50.0,9.43,90.57,10.924955,10.924674
Cosmic,Objadecorativeknob,1,1,100.0,15.81,98.74,53.210707,0.0
Cosmic,Objadecorativeleaf,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadecorativelighthouse,1,1,100.0,15.81,98.74,13.108358,0.0
Cosmic,Objadecorativemallet,1,1,100.0,15.81,98.74,34.016565,0.0
Cosmic,Objadecorativemarker,0,1,0.0,1.26,84.19,21.448704,0.0
Cosmic,Objadecorativemold,1,1,100.0,15.81,98.74,21.89421,0.0
Cosmic,Objadecorativemolding,1,2,50.0,9.43,90.57,14.662319,14.662037
Cosmic,Objadecorativenameplate,0,1,0.0,1.26,84.19,17.993965,0.0
Cosmic,Objadecorativenumeral,1,1,100.0,15.81,98.74,42.32671,0.0
Cosmic,Objadecorativepiece,1,2,50.0,9.43,90.57,43.790202,9.103557
Cosmic,Objadecorativepinwheel,1,2,50.0,9.43,90.57,21.564048,5.472709
Cosmic,Objadecorativepipe,1,1,100.0,15.81,98.74,35.170897,0.0
Cosmic,Objadecorativeplatform,1,1,100.0,15.81,98.74,22.542502,0.0
Cosmic,Objadecorativering,1,1,100.0,15.81,98.74,36.098488,0.0
Cosmic,Objadecorativescepter,2,3,66.67,19.41,93.24,71.003496,67.081346
Cosmic,Objadecorativescript,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadecorativescroll,0,1,0.0,1.26,84.19,37.626656,0.0
Cosmic,Objadecorativestake,1,1,100.0,15.81,98.74,51.486213,0.0
Cosmic,Objadecorativestrip,0,1,0.0,1.26,84.19,66.687028,0.0
Cosmic,Objadecorativesymbol,0,1,0.0,1.26,84.19,172.517503,0.0
Cosmic,Objadecorativetag,1,1,100.0,15.81,98.74,28.486222,0.0
Cosmic,Objadecorativetext,1,2,50.0,9.43,90.57,19.548097,19.547816
Cosmic,Objadecorativetorch,1,1,100.0,15.81,98.74,34.580831,0.0
Cosmic,Objadecorativewand,1,1,100.0,15.81,98.74,25.973486,0.0
Cosmic,Objadecorativewedge,0,1,0.0,1.26,84.19,29.146067,0.0
Cosmic,Objadecorativewindmill,1,1,100.0,15.81,98.74,48.06875,0.0
Cosmic,Objadecorativewoodpiece,1,1,100.0,15.81,98.74,32.002433,0.0
Cosmic,Objadentures,1,3,33.33,6.76,80.59,58.000661,42.65759
Cosmic,Objadeskcalendar,2,3,66.67,19.41,93.24,17.49491,13.258385
Cosmic,Objadie,2,2,100.0,29.24,99.16,39.760721,8.611082
Cosmic,Objadigitalcamera,1,3,33.33,6.76,80.59,21.012847,15.144166
Cosmic,Objadigitaldisplay,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadigitalmusicplayer,0,1,0.0,1.26,84.19,13.117393,0.0
Cosmic,Objadigitalradio,2,2,100.0,29.24,99.16,33.978406,2.139678
Cosmic,Objadigitalwristwatch,0,1,0.0,1.26,84.19,130.150152,0.0
Cosmic,Objadish,0,1,0.0,1.26,84.19,8.897013,0.0
Cosmic,Objadisk,1,1,100.0,15.81,98.74,4.512194,0.0
Cosmic,Objadispenser,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadisposablecoffeecup,0,1,0.0,1.26,84.19,27.120329,0.0
Cosmic,Objadnamodel,1,2,50.0,9.43,90.57,31.777742,19.460152
Cosmic,Objadomino,0,3,0.0,0.63,60.24,12.491673,0.630855
Cosmic,Objadoorknocker,2,3,66.67,19.41,93.24,23.885641,16.92769
Cosmic,Objadowel,1,1,100.0,15.81,98.74,53.514908,0.0
Cosmic,Objadraftingcompass,1,2,50.0,9.43,90.57,12.966008,12.965726
Cosmic,Objadraincover,0,2,0.0,0.84,70.76,18.764046,0.509026
Cosmic,Objadressshoe,1,1,100.0,15.81,98.74,35.275156,0.0
Cosmic,Objadriedfish,1,1,100.0,15.81,98.74,26.342421,0.0
Cosmic,Objadrillbit,0,5,0.0,0.42,45.93,48.296856,61.01455
Cosmic,Objaduckdecoy,1,2,50.0,9.43,90.57,22.209897,22.209616
Cosmic,Objaeducationaltoy,1,1,100.0,15.81,98.74,45.708064,0.0
Cosmic,Objaegg,1,1,100.0,15.81,98.74,46.454396,0.0
Cosmic,Objaeggcarton,0,1,0.0,1.26,84.19,15.020737,0.0
Cosmic,Objaelectricalcomponent,1,2,50.0,9.43,90.57,19.022093,19.021812
Cosmic,Objaelectricaloutlet,0,1,0.0,1.26,84.19,35.605161,0.0
Cosmic,Objaelectricaloutletcover,1,1,100.0,15.81,98.74,21.995106,0.0
Cosmic,Objaelectricalsocket,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objaelectricaltransformer,0,1,0.0,1.26,84.19,42.243003,0.0
Cosmic,Objaelectricflyswatter,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objaelectricscrewdriver,1,2,50.0,9.43,90.57,19.245647,19.245366
Cosmic,Objaelectricsharpener,1,1,100.0,15.81,98.74,29.633694,0.0
Cosmic,Objaelectroniccomponent,0,2,0.0,0.84,70.76,160.482564,115.751405
Cosmic,Objaelectronicdisplay,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objaemblem,0,2,0.0,0.84,70.76,12.321221,12.32094
Cosmic,Objaeraser,1,1,100.0,15.81,98.74,47.61727,0.0
Cosmic,Objaexerciseequipment,1,1,100.0,15.81,98.74,22.666561,0.0
Cosmic,Objaexplosivedevice,0,3,0.0,0.63,60.24,361.257469,457.707297
Cosmic,Objaeyeglasses,1,1,100.0,15.81,98.74,34.848299,0.0
Cosmic,Objafabric,0,1,0.0,1.26,84.19,18.2679,0.0
Cosmic,Objafabricroll,1,1,100.0,15.81,98.74,41.110688,0.0
Cosmic,Objafantasybook,0,1,0.0,1.26,84.19,48.339998,0.0
Cosmic,Objafantasycreaturehead,1,2,50.0,9.43,90.57,30.613963,0.351653
Cosmic,Objafibercleaver,1,2,50.0,9.43,90.57,10.547129,10.546848
Cosmic,Objafieldhockeystick,1,1,100.0,15.81,98.74,24.486127,0.0
Cosmic,Objafilmcamera,0,2,0.0,0.84,70.76,23.847495,11.425095
Cosmic,Objafinial,1,1,100.0,15.81,98.74,38.664647,0.0
Cosmic,Objaflask,3,4,75.0,28.36,94.73,29.704986,18.416241
Cosmic,Objaflatbread,0,2,0.0,0.84,70.76,66.123588,50.687849
Cosmic,Objaflower,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objaflowerarrangement,1,2,50.0,9.43,90.57,18.692961,18.692679
Cosmic,Objaflowerbouquet,1,1,100.0,15.81,98.74,37.67008,0.0
Cosmic,Objaflowerpot,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objafood,1,1,100.0,15.81,98.74,34.275623,0.0
Cosmic,Objafoodcan,1,1,100.0,15.81,98.74,13.868571,0.0
Cosmic,Objafooditem,2,2,100.0,29.24,99.16,13.62223,2.342408
Cosmic,Objafoodpackage,1,1,100.0,15.81,98.74,48.357494,0.0
Cosmic,Objafoodpackaging,2,2,100.0,29.24,99.16,38.207904,2.725987
Cosmic,Objafoodpacket,1,2,50.0,9.43,90.57,14.35783,14.357549
Cosmic,Objafoodreplica,1,1,100.0,15.81,98.74,36.674655,0.0
Cosmic,Objafountainpen,1,1,100.0,15.81,98.74,40.195776,0.0
Cosmic,Objafrenchpress,0,1,0.0,1.26,84.19,30.558949,0.0
Cosmic,Objafruit,1,2,50.0,9.43,90.57,9.66326,9.662978
Cosmic,Objafryingpan,1,1,100.0,15.81,98.74,39.311909,0.0
Cosmic,Objagamingmouse,2,2,100.0,29.24,99.16,26.854434,10.545541
Cosmic,Objagardengnome,4,5,80.0,35.88,95.67,38.277123,21.352573
Cosmic,Objagardenhosenozzle,1,1,100.0,15.81,98.74,27.987254,0.0
Cosmic,Objagardenstake,1,1,100.0,15.81,98.74,38.471412,0.0
Cosmic,Objagardentrowel,1,2,50.0,9.43,90.57,31.897259,0.594731
Cosmic,Objagarlic,1,2,50.0,9.43,90.57,9.725984,9.725703
Cosmic,Objagavel,1,1,100.0,15.81,98.74,41.045795,0.0
Cosmic,Objageigercounter,1,1,100.0,15.81,98.74,44.477551,0.0
Cosmic,Objagem,1,3,33.33,6.76,80.59,9.641567,13.634837
Cosmic,Objagemstone,0,1,0.0,1.26,84.19,32.733531,0.0
Cosmic,Objagimbalcamera,0,1,0.0,1.26,84.19,35.328919,0.0
Cosmic,Objagingerroot,1,2,50.0,9.43,90.57,19.341126,8.083894
Cosmic,Objaglove,2,2,100.0,29.24,99.16,29.155818,0.689687
Cosmic,Objagoblet,0,1,0.0,1.26,84.19,14.684516,0.0
Cosmic,Objagoldbar,1,1,100.0,15.81,98.74,15.319694,0.0
Cosmic,Objagpsdevice,0,2,0.0,0.84,70.76,27.851819,27.851538
Cosmic,Objagraphicscard,0,2,0.0,0.84,70.76,482.091375,344.838815
Cosmic,Objagreetingcard,3,5,60.0,22.28,88.19,23.02297,12.588003
Cosmic,Objagrenade,2,3,66.67,19.41,93.24,25.311034,6.412525
Cosmic,Objaguitareffectspedal,1,1,100.0,15.81,98.74,15.579353,0.0
Cosmic,Objahairaccessory,1,2,50.0,9.43,90.57,19.586931,19.58665
Cosmic,Objahandaxe,0,1,0.0,1.26,84.19,46.238411,0.0
Cosmic,Objahandbell,0,2,0.0,0.84,70.76,3177.575276,3177.574994
Cosmic,Objahanddrill,1,2,50.0,9.43,90.57,17.225235,17.224953
Cosmic,Objahandfile,0,1,0.0,1.26,84.19,108.394045,0.0
Cosmic,Objahandgrenade,1,1,100.0,15.81,98.74,16.233523,0.0
Cosmic,Objahandhelddevice,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objahandheldradio,0,1,0.0,1.26,84.19,26.282676,0.0
Cosmic,Objahandheldtool,3,4,75.0,28.36,94.73,30.477358,4.112755
Cosmic,Objahandheldvacuumcleaner,1,1,100.0,15.81,98.74,33.964826,0.0
Cosmic,Objahandmirror,1,1,100.0,15.81,98.74,31.212718,0.0
Cosmic,Objahandmodel,1,1,100.0,15.81,98.74,16.501022,0.0
Cosmic,Objahandplane,1,1,100.0,15.81,98.74,43.944959,0.0
Cosmic,Objahandtool,1,1,100.0,15.81,98.74,31.907465,0.0
Cosmic,Objahangingpot,1,1,100.0,15.81,98.74,24.94602,0.0
Cosmic,Objahat,0,1,0.0,1.26,84.19,14.309493,0.0
Cosmic,Objahatchet,1,2,50.0,9.43,90.57,263.005195,234.261502
Cosmic,Objaheadband,1,3,33.33,6.76,80.59,75.205892,85.230235
Cosmic,Objaheadphones,1,2,50.0,9.43,90.57,45.743763,1.020335
Cosmic,Objaheadpiece,1,1,100.0,15.81,98.74,50.020733,0.0
Cosmic,Objaheadwear,0,1,0.0,1.26,84.19,32.336519,0.0
Cosmic,Objahikingshoe,1,1,100.0,15.81,98.74,39.743662,0.0
Cosmic,Objahinge,1,2,50.0,9.43,90.57,23.108947,10.636776
Cosmic,Objahingebracket,1,1,100.0,15.81,98.74,14.184,0.0
Cosmic,Objaholographicprojector,0,1,0.0,1.26,84.19,38.419874,0.0
Cosmic,Objahourglass,1,2,50.0,9.43,90.57,13.287236,13.286955
Cosmic,Objaicecreambar,1,1,100.0,15.81,98.74,30.746021,0.0
Cosmic,Objaicecreamcone,0,1,0.0,1.26,84.19,17.259519,0.0
Cosmic,Objaidholder,1,4,25.0,5.27,71.64,31.415258,11.96263
Cosmic,Objainsect,1,3,33.33,6.76,80.59,20.85307,21.829757
Cosmic,Objainstantcamera,2,2,100.0,29.24,99.16,38.00405,0.982567
Cosmic,Objainvitationcard,2,2,100.0,29.24,99.16,23.649022,1.001367
Cosmic,Objajewelrybox,1,2,50.0,9.43,90.57,19.198998,4.93156
Cosmic,Objajuicer,1,1,100.0,15.81,98.74,33.786519,0.0
Cosmic,Objakettle,2,4,50.0,14.66,85.34,25.299385,14.770657
Cosmic,Objakeychainholder,1,1,100.0,15.81,98.74,30.231477,0.0
Cosmic,Objakeyholder,3,3,100.0,39.76,99.37,30.193688,5.345517
Cosmic,Objakeypad,1,3,33.33,6.76,80.59,15.091839,21.342686
Cosmic,Objakitchentool,0,1,0.0,1.26,84.19,14.298729,0.0
Cosmic,Objaknife,0,3,0.0,0.63,60.24,11.671528,16.505635
Cosmic,Objakylix,1,1,100.0,15.81,98.74,39.618047,0.0
Cosmic,Objalaboratoryflask,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objalantern,1,1,100.0,15.81,98.74,37.592589,0.0
Cosmic,Objalever,1,3,33.33,6.76,80.59,24.902147,17.862314
Cosmic,Objalighter,2,4,50.0,14.66,85.34,43.422437,10.349927
Cosmic,Objalighthouse,0,1,0.0,1.26,84.19,21.037745,0.0
Cosmic,Objalightswitchcoverplate,0,2,0.0,0.84,70.76,5.589227,5.588946
Cosmic,Objalintroller,1,1,100.0,15.81,98.74,18.07935,0.0
Cosmic,Objalock,0,2,0.0,0.84,70.76,18.984884,18.984603
Cosmic,Objalockingpliers,1,2,50.0,9.43,90.57,19.835415,4.477979
Cosmic,Objalogo,1,1,100.0,15.81,98.74,31.891044,0.0
Cosmic,Objalogoplaque,0,1,0.0,1.26,84.19,46.108464,0.0
Cosmic,Objaluggagetag,0,1,0.0,1.26,84.19,37.596464,0.0
Cosmic,Objamace,2,2,100.0,29.24,99.16,28.628516,9.223631
Cosmic,Objamagnet,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objamagnifyingglass,0,2,0.0,0.84,70.76,31.710571,4.229256
Cosmic,Objamarblesculpture,2,2,100.0,29.24,99.16,39.779606,4.644288
Cosmic,Objamarchingbandhat,1,1,100.0,15.81,98.74,28.090574,0.0
Cosmic,Objamarker,0,1,0.0,1.26,84.19,8.835657,0.0
Cosmic,Objamarkerpen,1,1,100.0,15.81,98.74,37.006193,0.0
Cosmic,Objamarkerstand,1,1,100.0,15.81,98.74,31.880429,0.0
Cosmic,Objamatryoshkadoll,1,1,100.0,15.81,98.74,43.566949,0.0
Cosmic,Objamechanicalassembly,0,1,0.0,1.26,84.19,0.000281,0.0
